,Linear,Geometric,Tree-Based,NeuralNetwork-Based
ST31CV,0.0,0.022183220473126083,0.01899038728654551,0.07214859409179598
ST40SA,0.0,0.01431664262622111,0.01879441356900483,0.07890714467549059
ST98CV,0.0,0.017530294868477035,0.014661698037526412,0.07927869821769654
ST117CV,0.0,0.01848190974344313,0.012130699978940108,0.08049783673451348
ST47TA,0.0,0.0191801555848255,0.013694496520238528,0.07849039394451422
ST73TS,0.0,0.01656114680406086,0.01763096078283024,0.07713266211567311
ST105TA,0.0,0.014038772175905594,0.014986646415585867,0.08151992057798972
ST121SA,0.0,0.015314257481880287,0.013175338247153704,0.08105656083857592
ST114CV,0.0,0.021022492531078234,0.011243627785393763,0.07758982776391489
ST55CV,0.0,0.018226817256302725,0.02274956011049023,0.06950420086205014
ST115TS,0.0,0.011734678476810343,0.016784058513510225,0.07919946277888391
ST98TS,0.0,0.021538725096252327,0.012678853235987771,0.07405155414445318
ST10CV,0.0,0.011273217588637573,0.01941764690789471,0.0762501179279526
ST108CV,0.0,0.017326237836985423,0.012565707586882103,0.07694583471294919
ST106TS,0.0,0.015187719408661423,0.021028074728642987,0.07111770458699122
ST55TA,0.0,0.012984918433780001,0.016417182723931428,0.07711755542813857
ST23CV,0.0,0.019848660002803133,0.012021449136140564,0.07452541833978175
ST115SA,0.0,0.009075373188516865,0.011237841184643688,0.0842593276124017
ST117TA,0.0,0.020823604788745145,0.0137386833308787,0.0716417869081114
ST120SV,0.0,0.011210763626152144,0.012546163914520576,0.08034145462673446
ST99TA,0.0,0.016749228346771613,0.012472451648948755,0.07523694461381872
ST1SV,0.0,0.010378877504970073,0.012031680872627286,0.0809169072725148
ST52SA,0.0,0.019748300933375054,0.01296687391963618,0.07149466174856794
ST82CV,0.0,0.019454598878052204,0.015239845249571591,0.0694713167079965
ST15TA,0.0,0.020652781413236645,0.013656850187328724,0.06967765153418776
ST49SA,0.0,0.00908281325110605,0.016695116077454445,0.07685587805898755
BCURNDIS,0.003653315284884983,0.01689145770052344,0.009540187239836873,0.07199221128638213
ST47CV,0.0,0.012563766246870509,0.01668842699010267,0.07257328197983175
ST94SA,0.0,0.011000401163050521,0.014005388071681382,0.07625486227280563
ST58CV,0.0,0.014462513646283032,0.013052396828951967,0.07345067207290529
COPYNUM,0.0,0.01141326587289088,0.011897276351277523,0.07634537027485298
ST110TA,0.0,0.018418600968160736,0.014570616624359638,0.06716135449550004
ST114TA,0.0,0.012781125869618633,0.0112021122297075,0.0750777213567072
ST118TA,0.0,0.020179346323931226,0.013519110278239556,0.06631401420678051
ST15CV,0.0,0.01499818965699559,0.012878014628981681,0.07099266295675417
ST31SA,0.0,0.0169255076289716,0.013185808501506765,0.06824952513052289
CLOCKSCOR,0.0,0.018547665925381714,0.010134261778220379,0.06942375238380469
ST130SA,0.0,0.012634464575116642,0.010905501270275269,0.07374054377814544
ST47SA,0.0,0.013828667618370817,0.011544623921000694,0.07174144648287221
ST94TA,0.007545266014280571,0.011149111519676179,0.013185476041693229,0.06543575943124026
ST82TA,0.0,0.015346790728478697,0.013118954543483975,0.06746990413593301
ST55SA,0.0,0.014457914255046278,0.012640160592653216,0.06858033810950728
ST50CV,0.0,0.009580426048529966,0.014269596726216829,0.07143609910466309
ST129CV,0.0,0.010088009726870729,0.01365104236299802,0.07129028221712647
ST116CV,0.0,0.012517272589514036,0.011753443170000497,0.07001014560707741
ST129SA,0.0,0.010406803778150247,0.013665426254278277,0.07014741957290904
ST58SA,0.0,0.009553922471262135,0.0119439491194578,0.07076322143525357
ST25CV,0.0,0.011464775530329348,0.012657364336173342,0.06807874890159939
ST43SA,0.0,0.0059180431118943215,0.01589075498701425,0.0700421909231604
ST52TS,0.0,0.00932157515845268,0.015320663667784949,0.06574072685367262
ST114SA,0.0,0.011499001608974989,0.011176918172935327,0.0666437085001079
CATANINTR,0.0,0.006617041108905316,0.009829376088596884,0.07058288900908274
ST38TS,0.0,0.009917376883290162,0.013050105665838637,0.06348221571827001
ST75SV,0.0,0.010113524850916735,0.013158087731933993,0.061698960356783364
BCCRYING,0.0,0.010630089458876483,0.0077176592846020945,0.05547776159387061
TRAAERROM,0.0,0.00023936863570057205,0.003606885500147358,0.06096068256646295
BCCHEST,0.0,0.0076164418699676975,0.007794819132180754,0.04019914244586258
CLOCKCIRC,0.0,0.00477115332923051,0.005508958648768678,0.03774038744258967
COPYHAND,0.0,0.0017033659943038485,0.006312305335583051,0.03857413006653819
MH15DRUG,0.0,0.0013574019082872786,0.002219084135737469,0.028858663355550793
BCELMOOD,0.0,0.0008254089503217114,0.002586590401325964,0.022053002177313274
BCVOMIT,0.0,2.2282760966930926e-16,0.0039062295515807257,0.015430573720749963
COPYCIRC,0.0,2.6410919451973406e-17,0.002174936317149955,0.013040540688157888
BCWANDER,0.0,0.00045706724312526815,0.002638521639166964,0.0102527602938465
